"Lookup","Spec","Class","Name","ItemID","BaseLine","Value","Diff","Gain"
"VENGEANCE DEMON HUNTER - CATACLYSMIC SIGNET BRAND","VENGEANCE","DEMON HUNTER","CATACLYSMIC SIGNET BRAND","207166","135865","152478","16613","0.1223"
"VENGEANCE DEMON HUNTER - COILED SERPENT IDOL","VENGEANCE","DEMON HUNTER","COILED SERPENT IDOL","207175","135865","148777","12912","0.095"
"VENGEANCE DEMON HUNTER - FYRAKK'S TAINTED RAGEHEART","VENGEANCE","DEMON HUNTER","FYRAKK'S TAINTED RAGEHEART","207174","135865","148234","12369","0.091"
"VENGEANCE DEMON HUNTER - GIFT OF URSINE VENGEANCE","VENGEANCE","DEMON HUNTER","GIFT OF URSINE VENGEANCE","207173","135865","148918","13053","0.0961"
"VENGEANCE DEMON HUNTER - PIP'S EMERALD FRIENDSHIP BADGE","VENGEANCE","DEMON HUNTER","PIP'S EMERALD FRIENDSHIP BADGE","207168","135865","147672","11807","0.0869"
"WINDWALKER MONK - ASHES OF THE EMBERSOUL","WINDWALKER","MONK","ASHES OF THE EMBERSOUL","207167","186932","204521","17589","0.0941"
"WINDWALKER MONK - AUGURY OF THE PRIMAL FLAME","WINDWALKER","MONK","AUGURY OF THE PRIMAL FLAME","208614","186932","201927","14995","0.0802"
"WINDWALKER MONK - BANDOLIER OF TWISTED BLADES","WINDWALKER","MONK","BANDOLIER OF TWISTED BLADES","207165","186932","203855","16923","0.0905"
"WINDWALKER MONK - CATACLYSMIC SIGNET BRAND","WINDWALKER","MONK","CATACLYSMIC SIGNET BRAND","207166","186932","204855","17923","0.0959"
"WINDWALKER MONK - COILED SERPENT IDOL","WINDWALKER","MONK","COILED SERPENT IDOL","207175","186932","201965","15033","0.0804"
"WINDWALKER MONK - FYRAKK'S TAINTED RAGEHEART","WINDWALKER","MONK","FYRAKK'S TAINTED RAGEHEART","207174","186932","200721","13789","0.0738"
"WINDWALKER MONK - GIFT OF URSINE VENGEANCE","WINDWALKER","MONK","GIFT OF URSINE VENGEANCE","207173","186932","195783","8851","0.0473"
"WINDWALKER MONK - PIP'S EMERALD FRIENDSHIP BADGE","WINDWALKER","MONK","PIP'S EMERALD FRIENDSHIP BADGE","207168","186932","200702","13770","0.0737"
